#This file contains all possible configurations. The only supported configurations are the public configurations.
#Section Name,Setting Name,Type,Default Value,Upgrade Policy,Setting Type,Config Found In,Description
Security/ClientAccess,List,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Security configuration for image store client file list operation 
Security/ClientAccess,ResetPartitionLoad,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Security configuration for reset load for a failoverUnit 
Security/ClientAccess,ToggleVerboseServicePlacementHealthReporting,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Security configuration for Toggling Verbose ServicePlacement HealthReporting 
Security/ClientAccess,GetPartitionDataLossProgress,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Fetches the progress for an invoke data loss api call 
Security/ClientAccess,GetPartitionQuorumLossProgress,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Fetches the progress for an invoke quorum loss api call 
Security/ClientAccess,GetPartitionRestartProgress,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Fetches the progress for a restart partition api call 
Security/ClientAccess,GetChaosReport,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Fetches the status of Chaos within a given time range 
Security/ClientAccess,GetNodeTransitionProgress,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Security configuration for getting progress on a node transition command 
Security/ClientAccess,GetClusterConfigurationUpgradeStatus,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Induces GetClusterConfigurationUpgradeStatus on a partition 
Security/ClientAccess,GetClusterConfiguration,wstring,L"Admin||User",Dynamic,PUBLIC,src\Naming\Generated.ClientAccessConfig.h,Induces GetClusterConfiguration on a partition 
NamingService,OperationRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The interval between operation retries on retryable operations 
NamingService,MaxNotificationReplyEntryCount,int,0,Dynamic,TEST,src\Naming\NamingConfig.h,The maximum number of entries to be put into the reply. Used to test the notification paging of the updates from gateway to client. Default is 0; which shows that the feature is disabled. 
NamingService,PartitionCount,int,3,NotAllowed,PUBLIC,src\Naming\NamingConfig.h,The number of partitions of the Naming Service store to be created. Each partition owns a single partition key that corresponds to its index; so partition keys [0; PartitionCount) exist. Increasing the number of Naming Service partitions increases the scale that the Naming Service can perform at by decreasing the average amount of data held by any backing replica set; at a cost of increased utilization of resources (since PartitionCount*ReplicaSetSize service replicas must be maintained). 
NamingService,TargetReplicaSetSize,int,7,NotAllowed,PUBLIC,src\Naming\NamingConfig.h,The number of replica sets for each partition of the Naming Service store. Increasing the number of replica sets increases the level of reliability for the information in the Naming Service Store; decreasing the change that the information will be lost as a result of node failures; at a cost of increased load on Windows Fabric and the amount of time it takes to perform updates to the naming data. 
NamingService,MinReplicaSetSize,int,3,NotAllowed,PUBLIC,src\Naming\NamingConfig.h,The minimum number of Naming Service replicas required to write into to complete an update. If there are fewer replicas than this active in the system the Reliability System denies updates to the Naming Service Store until replicas are restored. This value should never be more than the TargetReplicaSetSize. 
NamingService,ReplicaRestartWaitDuration,TimeSpan,Common::TimeSpan::FromSeconds(60.0 * 30),NotAllowed,PUBLIC,src\Naming\NamingConfig.h,Specify timespan in seconds. When a Naming Service replica goes down; this timer starts.  When it expires the FM will begin to replace the replicas which are down (it does not yet consider them lost) 
NamingService,QuorumLossWaitDuration,TimeSpan,Common::TimeSpan::MaxValue,NotAllowed,PUBLIC,src\Naming\NamingConfig.h,Specify timespan in seconds. When a Naming Service gets into quorum loss; this timer starts.  When it expires the FM will consider the down replicas as lost; and attempt to recover quorum. Not that this may result in data loss. 
NamingService,StandByReplicaKeepDuration,TimeSpan,Common::TimeSpan::FromSeconds(3600.0 * 24 * 7),NotAllowed,PUBLIC,src\Naming\NamingConfig.h,Specify timespan in seconds. When a Naming Service replicas come back from a down state; it may have already been replaced.  This timer determines how long the FM will keep the standby replica before discarding it. 
NamingService,PlacementConstraints,wstring,L"",NotAllowed,PUBLIC,src\Naming\NamingConfig.h,Placement constraint for the Naming Service 
NamingService,ServiceDescriptionCacheLimit,int,0,Static,PUBLIC,src\Naming\NamingConfig.h,The maximum number of entries maintained in the LRU service description cache at the Naming Store Service (set to 0 for no limit). 
NamingService,CompactionThresholdInMB,int,0,Dynamic,INTERNAL,src\Naming\NamingConfig.h,The store will be auto-compacted during open when the database file size exceeds this threshold (<=0 to disable) 
NamingService,RepairOperationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(90),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. Timeout time for each repair operation 
NamingService,ServiceFailureTimeout,TimeSpan,Common::TimeSpan::MaxValue,Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. Timeout used for stopping retrying and failing create service request 
NamingService,RepairInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Static,PUBLIC,src\Naming\NamingConfig.h,Specify timespan in seconds. Interval in which the naming inconsistency repair between the authority owner and name owner will start. 
NamingService,RequestQueueThreadCount,int,20,Dynamic,INTERNAL,src\Naming\NamingConfig.h,Determines the max number of threads that the NamingStore can use to process requests. 0 defaults to the number of CPUs. 
NamingService,RequestQueueSize,int,10000,Dynamic,INTERNAL,src\Naming\NamingConfig.h,Determines the size of the NamingStore job queue. 
NamingService,MaxPendingRequestCount,int,500,Dynamic,INTERNAL,src\Naming\NamingConfig.h,Determines the number of parallel work items that Naming can perform. 
NamingService,NamingServiceHealthReportingTimerInterval,TimeSpan,Common::TimeSpan::FromSeconds(30.0),Static,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The interval to check and report health for operations executed on the naming service. 
NamingService,PrimaryRecoveryStartedHealthDuration,TimeSpan,Common::TimeSpan::FromMinutes(5.0),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The max allowed interval for starting recovery of any pending operations before the Naming primary is reported unhealthy. While recovery is not completely started; the Naming primary does not process any incoming requests. 
NamingService,NamingServiceProcessOperationHealthDuration,TimeSpan,Common::TimeSpan::FromMinutes(30.0),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The max allowed interval for processing a naming operation before the Naming primary is reported unhealthy. 
NamingService,NamingServiceFailedOperationHealthGraceInterval,TimeSpan,Common::TimeSpan::FromMinutes(30.0),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The minimum time a naming operation that completed with error is kept in health monitor to keep track of retries. 
NamingService,NamingServiceFailedOperationHealthReportTimeToLive,TimeSpan,Common::TimeSpan::FromSeconds(15.0),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The minimum time a naming operation that completed with error is kept in the health monitor to keep track of retries. 
NamingService,NamingServiceSlowOperationHealthReportTimeToLive,TimeSpan,Common::TimeSpan::FromMinutes(5.0),Dynamic,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. The TTL for the health report associated with a naming operation that has been executed for longer than max allowed duration. 
NamingService,MaxNamingServiceHealthReports,int,10,Dynamic,PUBLIC,src\Naming\NamingConfig.h,The maximum number of slow operations that Naming store service reports unhealthy at one time. If 0; all slow operations are sent. 
Naming/Replication,InitialReplicationQueueSize,uint,64,Static,INTERNAL,src\Naming\NamingConfig.h,Deprecated. See Specific configs for Primary and Secondary Replication Queues
Naming/Replication,MaxReplicationQueueSize,uint,1024,Static,INTERNAL,src\Naming\NamingConfig.h,Deprecated. See Specific configs for Primary and Secondary Replication Queues
Naming/Replication,MaxReplicationQueueMemorySize,uint,104857600,Static,INTERNAL,src\Naming\NamingConfig.h,Deprecated. See Specific configs for Primary and Secondary Replication Queues
Naming/Replication,InitialCopyQueueSize,uint,64,Static,INTERNAL,src\Naming\NamingConfig.h,This value defines the initial size for the queue which maintains copy operations.  Note that it must be a power of 2.
Naming/Replication,MaxCopyQueueSize,uint,1024,Static,INTERNAL,src\Naming\NamingConfig.h,This is the maximum value defines the initial size for the queue which maintains replication operations.  Note that it must be a power of 2.  If during runtime the queue grows to this size operations will be throttled between the primary and secondary replicators.
Naming/Replication,BatchAcknowledgementInterval,TimeSpan,Common::TimeSpan::FromMilliseconds(0),Static,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. Determines the amount of time that the replicator waits after receiving an operation before sending back an acknowledgement. Other operations received during this time period will have their acknowledgements sent back in a single message-> reducing network traffic but potentially reducing the throughput of the replicator.
Naming/Replication,MaxPendingAcknowledgements,uint,0,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,Maximum number of outstanding operation acknowledgements.  Together with the BatchAckInterval controls replicator operation throttling.
Naming/Replication,EnableReplicationOperationHeaderInBody,bool,false,Dynamic,INTERNAL,src\Naming\NamingConfig.h,Bool that indicates if it is allowed to place the replication operation header in the body of the transport message instead of the header.
Naming/Replication,MaxReplicationMessageSize,uint,52428800,Static,INTERNAL,src\Naming\NamingConfig.h,Maximum message size of replication operations. Default is 50MB.
Naming/Replication,RequireServiceAck,bool,false,Static,INTERNAL,src\Naming\NamingConfig.h,Bool which controls whether the Windows Fabric Replicator will optimistically acknowledge operations on behalf of services. Setting this to false allows the replicator to optimistically acknowledge operations on behalf of the service. While true tells the replicator to require service ack via the Operation.Ack() API before the acknowledgement can be sent back to the primary service. Note that this flag is not respected for persistent services which always require services to acknowledge operations.
Naming/Replication,ReplicatorAddress,wstring,L"localhost:0",Static,INTERNAL,src\Naming\NamingConfig.h,The endpoint in form of a string -'IP:Port' which is used by the Windows Fabric Replicator to establish connections with other replicas in order to send/receive operations
Naming/Replication,SecondaryClearAcknowledgedOperations,bool,false,Static,INTERNAL,src\Naming\NamingConfig.h,Bool which controls if the operations on the secondary replicator are cleared once they are ACK'd by the state provider. Setting this to true may result in additional copy operations during the build of an idle replica
Naming/Replication,UseStreamFaultsAndEndOfStreamOperationAck,bool,true,Static,INTERNAL,src\Naming\NamingConfig.h,Bool which indicates to Windows Fabric Replicator if the state provider intends to use the OperationStream2 interface. If this is enabled the state provider must report fault on the OperationStream2 interface if it cannot apply any more operations that are pumped from the stream.The Windows Fabric Replicator will also dispatch an End of Stream operation in the secondary copy and replication streams.
Naming/Replication,InitialPrimaryReplicationQueueSize,uint,64,Static,INTERNAL,src\Naming\NamingConfig.h,This value defines the initial size for the queue which maintains the replication operations on the primary. Note that it must be a power of 2.
Naming/Replication,MaxPrimaryReplicationQueueSize,uint,1024,Static,INTERNAL,src\Naming\NamingConfig.h,This is the maximum number of operations that could exist in the primary replication queue. Note that it must be a power of 2.
Naming/Replication,MaxPrimaryReplicationQueueMemorySize,uint,104857600,Static,INTERNAL,src\Naming\NamingConfig.h,This is the maximum value of the primary replication queue in bytes.
Naming/Replication,InitialSecondaryReplicationQueueSize,uint,64,Static,INTERNAL,src\Naming\NamingConfig.h,This value defines the initial size for the queue which maintains the replication operations on the secondary. Note that it must be a power of 2.
Naming/Replication,MaxSecondaryReplicationQueueSize,uint,2048,Static,INTERNAL,src\Naming\NamingConfig.h,This is the maximum number of operations that could exist in the secondary replication queue. Note that it must be a power of 2.
Naming/Replication,MaxSecondaryReplicationQueueMemorySize,uint,104857600,Static,INTERNAL,src\Naming\NamingConfig.h,This is the maximum value of the secondary replication queue in bytes.
Naming/Replication,PrimaryWaitForPendingQuorumsTimeout,TimeSpan,Common::TimeSpan::Zero,Static,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. Specify timespan in seconds. Defines how long the primary replicator waits for receiving a quorum of acknowledgements for any pending replication operations before processing a reconfiguration request, that could potentially result in ‘cancelling’ the pending replication operationsl
Naming/Replication,QueueHealthMonitoringInterval,TimeSpan,Common::TimeSpan::FromSeconds(30),Static,DEPRECATED,src\Naming\NamingConfig.h,Specify timespan in seconds. This value determines the time period used by the Replicator to monitor any warning/error health events in the replication operation queues. A value of '0' disables health monitoring
Naming/Replication,QueueHealthWarningAtUsagePercent,uint,80,Static,DEPRECATED,src\Naming\NamingConfig.h,This value determines the replication queue usage(in percentage) after which we report warning about high queue usage. We do so after a grace interval of QueueHealthMonitoringInterval. If the queue usage falls below this percentage in the grace interval, the warning is not reported.
Naming/Replication,SlowApiMonitoringInterval,TimeSpan,Common::TimeSpan::FromSeconds(120),Static,DEPRECATED,src\Naming\NamingConfig.h,Specify timespan in seconds. This value determines the time period used by the Replicator to monitor GetNextCopyState and GetNextCopyContext async api's. A value of '0' disables health monitoring. A warning health report is generated if the async api takes longer than this duration
Naming/Replication,RetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Static,INTERNAL,src\Naming\NamingConfig.h,Specify timespan in seconds. When an operation is lost or rejected this timer determines how often the replicator will retry sending the operation.
Naming/Replication,CompleteReplicateThreadCount,uint,0,Static,DEPRECATED,src\Naming\NamingConfig.h,The maximum number of parallel threads that can be used by the Windows Fabric Replicator to quorum complete Replication operations on the primary
Naming/Replication,AllowMultipleQuorumSet,bool,true,Static,DEPRECATED,src\Naming\NamingConfig.h,Bool which controls whether the Windows Fabric Replicator considers replicas in the previous and current configuration to compute quorum during reconfigurations. Setting this to false could result in higher chances of dataloss during failures
Naming/Replication,TraceInterval,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,DEPRECATED,src\Naming\NamingConfig.h,Specify timespan in seconds. Determines the tracing interval of the replicator's progress (if there was any progress from the previous trace).
Naming/Replication,QueueFullTraceInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,DEPRECATED,src\Naming\NamingConfig.h,Specify timespan in seconds. TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,EnableSlowIdleRestartForVolatile,bool,false,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,EnableSlowIdleRestartForPersisted,bool,true,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,SlowIdleRestartAtQueueUsagePercent,uint,85,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,EnableSlowActiveSecondaryRestartForVolatile,bool,false,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,EnableSlowActiveSecondaryRestartForPersisted,bool,true,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,SlowActiveSecondaryRestartAtQueueUsagePercent,uint,90,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,ActiveSecondaryCountAdditionalToWriteQuorumNotRestaredDueToSlowness,uint,0,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,SlowActiveSecondaryRestartAtAgeOfOldestPrimaryOperation,TimeSpan,Common::TimeSpan::FromSeconds(120),Dynamic,DEPRECATED,src\Naming\NamingConfig.h,Specify timespan in seconds. TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,SecondaryProgressRateDecayFactor,double,0.5,Dynamic,DEPRECATED,src\Naming\NamingConfig.h,TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Naming/Replication,IdleReplicaMaxLagDurationBeforePromotion,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,DEPRECATED,src\Naming\NamingConfig.h,Specify timespan in seconds. TODO: GET DETAILS AND ADD TO GenerateConfigurationsCSV.pl
Query,AggregatedHealthTimeoutPercentage,double,0.6,Dynamic,INTERNAL,src\query\QueryConfig.h,AggregatedHealthTimeoutPercentage indicates the amount of time from the user given timeout until which we will wait for the health manager to return the aggregated health state. It is a value between 0 and 1.0 with 1.0 indicating that the HM query should also get the entire user specified timeout. 
Query,StoppedNodeQueryTimeoutPercentage,double,0.4,Dynamic,INTERNAL,src\query\QueryConfig.h,
Failover,NodeUpRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. Retry interval for node up messages 
Failover,LfumUploadRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(30.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. Retry interval for LFUM upload messages 
Failover,ChangeNotificationRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. Retry interval for Change Notification Messages 
Failover,MaxJitterForSendToFMRetry,double,0.3,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Maximum jitter allowed in the retry intervals defined above Must be less than 1.0 and greater than 0.0 
Failover,SendToFMTimeout,TimeSpan,Common::TimeSpan::FromSeconds(30.0),Static,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When sending messages from nodes to the FM; if an acknowledgement is not received within this timeout; then schedule a retry. 
Failover,SendToNodeTimeout,TimeSpan,Common::TimeSpan::FromSeconds(30.0),Static,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When sending a message from the FM to the node; if an acknowledgement is not received within this timeout; then retry sending the message 
Failover,RoutingRetryTimeout,TimeSpan,Common::TimeSpan::MaxValue,Static,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When sending a routed message; if an ack is not received within this timeout; then retry the message 
Failover,FTDetailedTraceInterval,TimeSpan,Common::TimeSpan::FromMinutes(60),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. The interval after which the Old state of an FT will be traced out 
Failover,SendToFMRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5.0),Dynamic,DEPRECATED,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This configuration has been deprecated. It is not being consumed by the code and present just for upgrade compatibility. It was used as the retry interval for routing layer retries for some of the Failover messages. Now; higher layers manage retries themselves and this entry is no longer needed. 
FailoverManager,ClusterStableWaitDuration,TimeSpan,Common::TimeSpan::FromSeconds(30.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When the cluster is first starting up; there will be many nodes joining.  However; even after the MinReplicaSetSize of the cluster is met; there may still be many nodes which are in the process of joining.  In order to prevent placing services when there are still nodes joining; once the FM sees a node come up it will wait for this duration before declaring the ring stable. If during this interval the FM observes another node come up; it will reset this timer. 
FailoverManager,StoreOpenTimeout,TimeSpan,Common::TimeSpan::FromSeconds(300.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When opening up the local store that the FM uses; the FM waits this long for a response 
FailoverManager,StoreRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(1.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. If opening the store fails; then the FM waits this long before retrying 
FailoverManager,PeriodicStateScanInterval,TimeSpan,Common::TimeSpan::FromSeconds(5.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. The PeriodicStateScanInterval determines how often the FM background thread activates to scan for changes and kick off actions 
FailoverManager,MinActionRetryIntervalPerReplica,TimeSpan,Common::TimeSpan::FromSeconds(10.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When the FM sends a particular action for a specific replica; it starts this timer.  Before it expires; the FM will not send additional actions to the replica 
FailoverManager,MaxActionRetryIntervalPerReplica,TimeSpan,Common::TimeSpan::FromSeconds(60.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When the FM sends a particular action for a specific replica; if the state has not been updated for this interval; message will be retried with this interval. 
FailoverManager,PeriodicStateCleanupScanInterval,TimeSpan,Common::TimeSpan::FromSeconds(300.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. Timer which determines how often the FM scans its state to clean unnecessary information such as service tombstones (Default: 5min) 
FailoverManager,OfflineReplicaKeepDuration,TimeSpan,Common::TimeSpan::FromSeconds(3600.0 * 24 * 30),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This timer defines the maximum amount of time that the FM will keep track of replicas which are down 
FailoverManager,DroppedReplicaKeepDuration,TimeSpan,Common::TimeSpan::FromSeconds(3600.0 * 24 * 7),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When a replica is removed from the system; the FM creates a tombstone record for that replica; which are kept for the DroppedReplicaKeepDuration While the replica is tombstoned the FM can distinguish between replicas which existed but have been dropped and replicas which do not exist. 
FailoverManager,DeletedReplicaKeepDuration,TimeSpan,Common::TimeSpan::FromSeconds(600.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When a replica is deleted on RA; the FM still keeps the replica for DeletedReplicaKeepDuration. 
FailoverManager,InBuildFailoverUnitKeepDuration,TimeSpan,Common::TimeSpan::FromSeconds(3600.0 * 24 * 30),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When a failover unit is in the InBuild cache for this duration; FM will delete it. 
FailoverManager,MinRebuildRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. 
FailoverManager,MaxRebuildRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(10.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. 
FailoverManager,LockAcquireTimeout,TimeSpan,Common::TimeSpan::FromSeconds(1.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When the FM attempts to acquire a lock on a resource like the local FM store; then wait at least this much time to see if the lock can be obtained 
FailoverManager,StatelessPartitionTracingInterval,TimeSpan,Common::TimeSpan::FromMinutes(5.0),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. Interval used to trace updated stateless replicas. All replicas last updated in this interval; down and with flags != none will be printed. 
FailoverManager,ExpectedClusterSize,int,1,Dynamic,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,When the cluster is initially started up; the FM will wait for this many nodes to report themselves up before it begins placing other services; including the system services like naming.  Increasing this value increases the time it takes a cluster to start up; but prevents the early nodes from becoming overloaded and also the additional moves that will be necessary as more nodes come online.  This value should generally be set to some small fraction of the initial cluster size. 
FailoverManager,ClusterPauseThreshold,int,1,Dynamic,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,If the number of nodes in system go below this value then placement; load balancing; and failover is stopped. 
FailoverManager,TargetReplicaSetSize,int,7,NotAllowed,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,This is the target number of FM replicas that Windows Fabric will maintain.  A higher number results in higher reliability of the FM data; with a small performance tradeoff 
FailoverManager,MinReplicaSetSize,int,3,NotAllowed,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,This is the minimum replica set size for the FM.  If the number of active FM replicas drops below this value; the FM will reject changes to the cluster until at least the min number of replicas is recovered 
FailoverManager,ReplicaRestartWaitDuration,TimeSpan,Common::TimeSpan::FromSeconds(60.0 * 30),NotAllowed,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This is the ReplicaRestartWaitDuration for the FMService 
FailoverManager,FullRebuildWaitDuration,TimeSpan,Common::TimeSpan::MaxValue,NotAllowed,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. When the FM enters quorum loss; it first waits this amount of time before starting a full rebuild.  The purpose of waiting for this period of time is to give other nodes and FM replicas time to come up.  Increasing this time will help prevent the chances of accidental dataloss during FM rebuild; at the cost of some additional startup/recovery time 
FailoverManager,StandByReplicaKeepDuration,TimeSpan,Common::TimeSpan::FromSeconds(3600.0 * 24 * 7),NotAllowed,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This is the StandByReplicaKeepDuration for the FMService 
FailoverManager,PlacementConstraints,wstring,L"",NotAllowed,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Any placement constraints for the failover manager replicas 
FailoverManager,IsFabricUpgradeGatekeepingEnabled,bool,true,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,If set to true; FM ensures that any new node is at the correct version before it is admitted to the system. If the node is not a the correct version; it is upgraded to the right version. 
FailoverManager,ExpectedNodeFabricUpgradeDuration,TimeSpan,Common::TimeSpan::FromSeconds(60.0 * 30),Dynamic,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This is the expected duration for a node to be upgraded during Windows Fabric upgrade. 
FailoverManager,ExpectedReplicaUpgradeDuration,TimeSpan,Common::TimeSpan::FromSeconds(60.0 * 30),Dynamic,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This is the expected duration for all the replicas to be upgraded on a node during application upgrade. 
FailoverManager,ExpectedNodeDeactivationDuration,TimeSpan,Common::TimeSpan::FromSeconds(60.0 * 30),Dynamic,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. This is the expected duration for a node to complete deactivation in. 
FailoverManager,IsSingletonReplicaMoveAllowedDuringUpgrade,bool,false,Dynamic,PUBLIC,src\Reliability\Failover\common\FailoverConfig.h,If set to true; replicas with a target replica set size of 1 will be permitted to move during upgrpade. 
FailoverManager,RestoreReplicaLocationAfterUpgrade,bool,true,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,If set to true; move/swap replica to original location after upgrade 
FailoverManager,SwapPrimaryRequestTimeout,TimeSpan,Common::TimeSpan::FromSeconds(60.0 * 10),Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specify timespan in seconds. Specifies the duration for which FM waits for PLB to trigger a swap-primary when deactivating a node intent Restart. This so that all the all the primary replicas are swapped out of the node before closing the replicas. If PLB is unable to start the swap and this much time has elapsed; FM proceeds with node deactivation. 
FailoverManager,IsStrongSafetyCheckEnabled,bool,false,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Specified if FM should perform a stronger safety check for upgrades and node deactivations. 
FailoverManager,SeedNodeWaitSafetyFactor,int,3,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,A seed node can only function as arbitrator after LeaseDuration+ArbitrationTimeout. During upgrade or node deactivation; FM should only consider a seed node that is up after the above duration to be effective.  To accont for clock skew and configuration update; the duration is multiplied by this factor as the interval for which FM will wait. 
FailoverManager,EnableConstraintCheckDuringFabricUpgrade,bool,false,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,The EnableConstraintCheckDuringFabricUpgrade determines should PLB try to fix constraint check violations during Fabric upgrade. 
FailoverManager,BackgroundThreadCount,int,0,Dynamic,INTERNAL,src\Reliability\Failover\common\FailoverConfig.h,Determines the number of threads that the FM background task should use. The default value of 0 indicates that the FM should use a number of threads equal to the number of cores on the machine 
